cdacordao,tipo,PC1,PC2,PC3,PC4,PC5,PC6
1853394,f(descricao),0.426874,0.133203,-0.087665,0.028522,0.127834,-0.038263
1853401,f(descricao),0.427551,0.233818,-0.025056,0.035103,0.175930,-0.010440
1853407,f(descricao),0.407936,0.205162,0.049203,0.023325,0.172718,-0.034169
1853427,f(descricao),0.358036,0.245199,0.042321,0.122008,0.201628,-0.088252
1853453,f(descricao),0.350457,0.075553,-0.101655,-0.015339,0.058321,-0.052856
1853470,f(descricao),0.406198,0.142584,-0.009409,0.088982,0.154711,-0.067184
1853530,f(descricao),0.339800,0.166182,-0.042393,0.002293,0.135497,-0.056033
1853591,f(descricao),0.381591,0.183894,-0.000590,0.062764,0.134338,-0.036748
1853624,f(descricao),0.392646,0.208051,-0.023704,0.013617,0.136883,-0.109577
1853626,f(descricao),0.357799,0.103320,-0.018318,0.057830,0.132861,0.028066
1853639,f(descricao),0.360427,0.157338,-0.015715,-0.004612,0.131597,-0.090682
1853654,f(descricao),0.369102,0.180051,0.010986,0.016891,0.163650,-0.037722
1853669,f(descricao),0.342380,0.166215,0.011690,0.021844,0.119810,0.033745
1853680,f(descricao),0.398106,0.206900,0.049139,0.044964,0.158038,-0.010834
1853692,f(descricao),0.422127,0.183944,-0.020668,0.038995,0.144432,-0.107023
1853726,f(descricao),0.387078,0.196249,0.012618,0.033317,0.142080,-0.030167
1853783,f(descricao),0.368403,0.195513,-0.048628,0.053672,0.176238,-0.030220
1849751,f(descricao),0.382793,0.051641,-0.132961,-0.053728,-0.043965,0.037335
1849851,f(descricao),0.376958,0.079477,-0.088572,-0.081075,-0.042989,-0.062041
1849229,f(descricao),0.378742,0.125701,-0.091088,-0.028514,0.062755,-0.036291
1849409,f(descricao),0.375232,0.197129,0.038252,-0.006445,0.177308,-0.046891
1849560,f(descricao),0.337064,0.187669,0.046107,0.113935,0.205623,-0.037951
1849633,f(descricao),0.363496,0.203505,-0.030340,0.033727,0.169445,-0.039563
1849651,f(descricao),0.326275,0.242788,0.019674,0.093081,0.235409,-0.053947
1849660,f(descricao),0.408475,0.228751,0.001474,0.019508,0.198240,-0.084185
1848702,f(descricao),0.417269,0.154720,-0.050494,0.003530,0.116110,-0.083753
1848712,f(descricao),0.402669,0.172817,-0.028526,-0.007828,0.170932,-0.052575
1848745,f(descricao),0.374082,0.237177,0.039410,0.087101,0.222956,-0.023534
1848764,f(descricao),0.355073,0.201587,-0.038767,0.059566,0.142116,-0.061095
1863427,f(mean HyDE),-0.140901,-0.048175,-0.256102,-0.110302,-0.107081,-0.053664
1863439,f(mean HyDE),-0.255224,-0.001988,-0.199363,-0.165365,-0.035089,0.065626
1863459,f(mean HyDE),-0.162761,-0.044047,-0.258061,-0.066743,-0.107768,0.014397
1863462,f(mean HyDE),-0.188280,-0.409069,-0.158935,0.039575,-0.028706,-0.000337
1863467,f(mean HyDE),-0.164636,0.031732,-0.218188,-0.056639,-0.089458,0.062484
1863472,f(mean HyDE),-0.194981,-0.310152,-0.204377,0.039869,0.031007,0.047803
1863498,f(mean HyDE),-0.253890,0.078340,-0.162813,-0.135075,-0.060026,-0.087911
1863504,f(mean HyDE),-0.239721,0.052064,-0.280890,-0.207237,-0.117019,0.036141
1863524,f(mean HyDE),-0.228254,0.163730,-0.055395,0.032488,-0.038070,-0.032461
1863548,f(mean HyDE),-0.246996,0.073305,-0.226567,-0.090430,-0.026564,0.020188
1863554,f(mean HyDE),-0.251470,0.092261,-0.137847,-0.064296,-0.064785,-0.066660
1863555,f(mean HyDE),-0.191364,-0.015379,-0.036152,-0.040609,0.046509,0.083229
1863564,f(mean HyDE),-0.160205,-0.431031,-0.043915,0.124847,0.074524,-0.045412
1863579,f(mean HyDE),-0.209925,0.133566,-0.106110,0.001950,-0.076024,-0.017070
1863584,f(mean HyDE),-0.244807,-0.041692,-0.222625,-0.064727,-0.078648,-0.038116
1863592,f(mean HyDE),-0.228374,0.060843,-0.065353,-0.106455,-0.004063,-0.017946
1863598,f(mean HyDE),-0.244103,0.001888,-0.081484,-0.143625,0.016623,0.087903
1863605,f(mean HyDE),-0.202007,-0.016406,-0.241672,-0.188243,-0.075301,0.061134
1863611,f(mean HyDE),-0.209564,0.063615,0.018075,-0.118404,0.012812,0.032162
1863619,f(mean HyDE),-0.200956,-0.422255,-0.091552,0.130675,0.089110,-0.044944
1863620,f(mean HyDE),-0.198142,-0.431154,-0.191002,0.165859,0.113015,0.063231
1863626,f(mean HyDE),-0.189837,-0.424552,-0.084411,0.117802,0.075815,-0.057961
1863627,f(mean HyDE),-0.197760,0.056341,-0.176753,-0.211958,-0.085051,0.008437
1863634,f(mean HyDE),-0.201854,-0.312388,-0.111437,0.046377,0.073677,0.064670
1863640,f(mean HyDE),-0.186578,0.022298,-0.208405,-0.143582,-0.018441,0.068782
1863641,f(mean HyDE),-0.217653,-0.406592,-0.079537,0.177119,0.112656,-0.020186
1863647,f(mean HyDE),-0.186649,-0.410287,-0.115398,0.166819,0.088921,-0.003190
1863648,f(mean HyDE),-0.209278,-0.449451,-0.090415,0.160092,0.113343,-0.029280
1863654,f(mean HyDE),-0.204241,-0.278680,-0.204876,0.010424,0.022534,0.023297
1862307,f(mean HyDE),-0.240995,0.139491,-0.272553,-0.077916,-0.069121,-0.079242
1862351,f(mean HyDE),-0.206292,-0.010710,-0.231950,-0.131353,-0.041827,0.069068
1862357,f(mean HyDE),-0.211752,-0.013075,-0.265597,-0.121755,-0.055272,0.056992
1862366,f(mean HyDE),-0.219801,-0.082794,-0.228235,-0.106375,-0.033320,0.015852
1862383,f(mean HyDE),-0.188867,-0.010525,-0.203005,-0.099119,-0.075167,0.057180
1862417,f(mean HyDE),-0.190714,-0.364899,-0.152517,0.088660,0.066051,0.075371
1862438,f(mean HyDE),-0.258926,0.022788,-0.165600,-0.153203,-0.063721,-0.139441
1862446,f(mean HyDE),-0.263961,0.022944,-0.149070,-0.044641,-0.084447,-0.056215
1862447,f(mean HyDE),-0.265897,0.099104,-0.172030,-0.048493,-0.110440,-0.011339
1862458,f(mean HyDE),-0.170672,-0.056645,-0.182716,-0.150801,0.047936,-0.050298
1862465,f(mean HyDE),-0.185536,-0.434778,-0.149465,0.113986,0.079627,-0.030122
1862467,f(mean HyDE),-0.211010,-0.430927,-0.050173,0.144119,0.106142,-0.047898
1862503,f(mean HyDE),-0.233425,0.089039,-0.347912,-0.064114,-0.154830,-0.018531
1856357,f(mean HyDE),-0.206249,-0.098370,-0.165181,-0.049295,-0.015477,0.023494
1856386,f(mean HyDE),-0.236305,0.082941,-0.188656,-0.127732,-0.066452,-0.021509
1856509,f(mean HyDE),-0.259536,0.174480,0.012196,0.039314,-0.101613,-0.046860
1856531,f(mean HyDE),-0.225659,0.085085,-0.245681,-0.149526,-0.030007,-0.014993
1856537,f(mean HyDE),-0.215471,-0.042044,-0.218343,-0.119208,0.010660,-0.040856
1856552,f(mean HyDE),-0.224298,-0.384964,-0.072421,0.125683,0.008515,-0.052352
1856618,f(mean HyDE),-0.312303,0.202930,0.094050,0.079957,-0.091415,-0.050485
1848860,f(mean HyDE),-0.270090,0.295557,-0.000804,0.254558,-0.092465,-0.103097
1863426,f(mean HyDE),-0.196977,0.029845,-0.055840,-0.175792,-0.006627,0.047542
1863430,f(mean HyDE),-0.244068,0.036954,-0.212578,-0.174462,-0.107752,-0.082455
1863444,f(mean HyDE),-0.181899,-0.027095,-0.137180,-0.082466,0.012387,0.066678
1863457,f(mean HyDE),-0.271102,0.121650,-0.173501,-0.047335,-0.046737,-0.019048
1863473,f(mean HyDE),-0.246143,0.068720,-0.163000,-0.072386,-0.095697,-0.063861
1863476,f(mean HyDE),-0.261662,-0.020969,-0.216957,-0.080098,-0.082362,-0.123899
1863477,f(mean HyDE),-0.199463,0.049743,-0.160409,-0.156713,-0.030625,0.067583
1863508,f(mean HyDE),-0.250191,0.043774,-0.172216,-0.122366,-0.029618,0.000014
1863581,f(mean HyDE),-0.202166,0.104683,-0.238418,-0.142265,-0.094385,-0.026176
1863633,f(mean HyDE),-0.231820,0.014816,-0.168155,-0.031915,-0.012938,-0.024675
1863655,f(mean HyDE),-0.160821,-0.439803,-0.097297,0.125113,0.103924,-0.013802
1863656,f(mean HyDE),-0.210580,-0.212003,-0.137905,-0.010150,0.047408,-0.000494
1863657,f(mean HyDE),-0.209557,-0.438599,-0.185771,0.163778,0.116842,0.043540
1863658,f(mean HyDE),-0.160773,-0.449568,-0.022828,0.122604,0.044358,-0.063376
1863664,f(mean HyDE),-0.207968,-0.266874,-0.211117,0.017683,0.033230,0.037332
1863667,f(mean HyDE),-0.183533,-0.333329,-0.194028,0.039706,0.039494,0.075831
1863674,f(mean HyDE),-0.204320,0.035944,-0.124385,-0.076641,-0.051875,-0.076878
1863683,f(mean HyDE),-0.260771,0.140319,-0.178946,-0.024107,-0.115589,-0.131480
1863688,f(mean HyDE),-0.242939,0.096817,-0.122491,-0.025263,0.007983,-0.059734
1863692,f(mean HyDE),-0.255657,0.165702,-0.108468,0.004511,-0.103281,-0.149345
1863762,f(mean HyDE),-0.231887,0.078303,-0.054072,0.001127,-0.013424,-0.006100
1862914,f(mean HyDE),-0.231133,0.010949,-0.247121,-0.084522,-0.012631,-0.045782
1862915,f(mean HyDE),-0.242616,0.129468,-0.236760,-0.068177,-0.074368,0.019772
1862923,f(mean HyDE),-0.145541,0.163230,-0.189006,0.062703,-0.021870,-0.053665
1862979,f(mean HyDE),-0.198999,-0.047078,-0.157625,-0.146722,-0.014979,0.080137
1863006,f(mean HyDE),-0.244938,-0.031936,-0.082683,-0.130098,-0.033774,0.032813
1863007,f(mean HyDE),-0.224766,-0.077543,-0.070307,-0.159501,-0.039463,0.022413
1863013,f(mean HyDE),-0.282683,0.018108,-0.083733,-0.020155,-0.056694,-0.067995
1863016,f(mean HyDE),-0.260891,-0.032458,-0.135840,-0.122724,-0.043649,0.028942
1863022,f(mean HyDE),-0.197282,-0.043924,-0.148485,-0.182182,-0.030545,0.071350
1863036,f(mean HyDE),-0.196733,-0.447191,-0.041238,0.119121,0.042585,-0.072441
1863039,f(mean HyDE),-0.210386,0.095342,-0.232735,-0.179979,-0.062846,0.048285
1863079,f(mean HyDE),-0.234519,-0.053650,-0.113349,-0.171607,-0.047484,0.038222
1862294,f(mean HyDE),-0.204260,-0.014844,-0.244654,-0.136865,-0.038588,0.050459
1862295,f(mean HyDE),-0.199826,-0.020568,-0.256906,-0.128264,-0.064575,0.040574
1862476,f(mean HyDE),-0.267100,-0.312928,-0.112190,0.165524,0.092459,0.031579
1862519,f(mean HyDE),-0.186177,-0.429631,-0.156753,0.124590,0.083064,-0.025849
1862520,f(mean HyDE),-0.213240,-0.414559,-0.061011,0.151281,0.068148,-0.036106
1862524,f(mean HyDE),-0.210195,0.045378,-0.190799,-0.170554,-0.010536,-0.034766
1862527,f(mean HyDE),-0.222584,-0.397470,-0.124191,0.148517,0.093722,-0.015323
1862528,f(mean HyDE),-0.186475,-0.414296,-0.056666,0.134947,0.113495,-0.035947
1862533,f(mean HyDE),-0.184258,-0.447201,-0.025767,0.092787,0.053567,-0.062069
1862541,f(mean HyDE),-0.238291,-0.030530,-0.205618,-0.175384,-0.032451,-0.054898
1862549,f(mean HyDE),-0.145894,-0.432395,-0.066890,0.113859,0.065316,-0.045647
1862551,f(mean HyDE),-0.237793,-0.433279,-0.111273,0.170714,0.100123,-0.034318
1862552,f(mean HyDE),-0.203854,-0.417153,-0.075543,0.153426,0.069841,-0.037145
1862553,f(mean HyDE),-0.184152,-0.416539,-0.140838,0.142594,0.103986,-0.017475
1862561,f(mean HyDE),-0.171737,-0.429733,-0.056761,0.120841,0.078981,-0.051760
1862567,f(mean HyDE),-0.197714,-0.427056,-0.164662,0.149583,0.074536,-0.006961
1862574,f(mean HyDE),-0.197043,-0.399164,-0.055356,0.165802,0.083956,-0.027190
1862575,f(mean HyDE),-0.221970,-0.409425,-0.087762,0.145342,0.070729,-0.064371
1862578,f(mean HyDE),-0.227941,-0.378841,-0.099114,0.142757,0.089026,-0.023429
1862579,f(mean HyDE),-0.216020,-0.394672,-0.121530,0.157146,0.110762,-0.001760
1862580,f(mean HyDE),-0.213683,-0.431512,-0.110023,0.153430,0.097256,-0.013227
1862584,f(mean HyDE),-0.188766,-0.019886,-0.238751,-0.173089,-0.011326,-0.000216
1862585,f(mean HyDE),-0.197408,-0.432493,-0.149689,0.155729,0.085095,-0.003927
1862586,f(mean HyDE),-0.197353,-0.422339,-0.197142,0.148650,0.099334,0.041409
1862587,f(mean HyDE),-0.155784,-0.457419,-0.072242,0.156727,0.111054,0.005479
1862588,f(mean HyDE),-0.240536,-0.393062,-0.102229,0.155291,0.095768,-0.028380
1862589,f(mean HyDE),-0.217811,-0.425709,-0.081902,0.172081,0.107584,-0.005819
1862590,f(mean HyDE),-0.195026,-0.297271,-0.143189,0.023296,0.043561,0.054346
1862591,f(mean HyDE),-0.193373,-0.155327,-0.236888,-0.013859,-0.022743,0.006325
1862599,f(mean HyDE),-0.145788,-0.449162,-0.040509,0.153426,0.113134,0.001598
1862600,f(mean HyDE),-0.157356,-0.428818,-0.134247,0.161643,0.102290,0.050068
1862601,f(mean HyDE),-0.224011,0.079309,-0.176657,-0.105659,-0.092464,0.067853
1862611,f(mean HyDE),-0.202954,-0.433694,-0.045949,0.127966,0.061458,-0.040611
1862612,f(mean HyDE),-0.201922,-0.431783,-0.167422,0.165101,0.111161,0.036621
1862614,f(mean HyDE),-0.205787,-0.408484,-0.008875,0.146230,0.130899,-0.019657
1862620,f(mean HyDE),-0.196932,-0.411586,-0.170667,0.164290,0.091082,0.028237
1862622,f(mean HyDE),-0.187914,-0.413476,-0.101192,0.128059,0.075694,-0.018248
1862630,f(mean HyDE),-0.224517,-0.413149,-0.034830,0.140085,0.092357,-0.020059
1862635,f(mean HyDE),-0.241829,0.001610,-0.080212,-0.044014,-0.059200,-0.029935
1862636,f(mean HyDE),-0.203478,-0.421039,-0.130894,0.148583,0.097040,0.014835
1862637,f(mean HyDE),-0.181698,-0.384240,-0.113480,0.110575,0.093051,-0.018879
1862638,f(mean HyDE),-0.215383,-0.004887,-0.090263,-0.058780,-0.087422,-0.121046
1862649,f(mean HyDE),-0.265345,-0.334626,-0.118370,0.178691,0.107496,0.019881
1862657,f(mean HyDE),-0.227394,0.037453,-0.110446,-0.236051,-0.026330,0.067842
1862660,f(mean HyDE),-0.238918,0.033259,-0.223262,-0.212317,-0.081417,0.032684
1862665,f(mean HyDE),-0.213103,-0.397043,-0.028963,0.182235,0.130155,0.002035
1862667,f(mean HyDE),-0.189057,-0.437894,-0.170586,0.137154,0.082756,-0.024061
1862668,f(mean HyDE),-0.173749,-0.325521,-0.200909,0.013570,0.032632,0.104053
1862669,f(mean HyDE),-0.199866,-0.426701,-0.023618,0.106213,0.054175,-0.063261
1862676,f(mean HyDE),-0.262495,0.017518,-0.192766,-0.108740,-0.065015,0.020620
1862680,f(mean HyDE),-0.210612,-0.412243,-0.133624,0.162056,0.105496,0.007124
1862681,f(mean HyDE),-0.215034,-0.451857,-0.184151,0.183779,0.115505,0.037400
1862683,f(mean HyDE),-0.177601,0.066647,-0.109480,-0.073831,-0.022196,-0.047741
1862684,f(mean HyDE),-0.257482,0.028171,-0.186052,-0.159978,-0.087330,-0.018578
1862689,f(mean HyDE),-0.193269,-0.453219,-0.080312,0.147962,0.071393,-0.021943
1862692,f(mean HyDE),-0.250976,-0.381808,-0.123810,0.148939,0.089669,-0.025618
1862693,f(mean HyDE),-0.214800,-0.421869,-0.095176,0.172391,0.095451,-0.011773
1862694,f(mean HyDE),-0.232772,-0.386856,-0.106316,0.152306,0.095116,-0.023770
1862695,f(mean HyDE),-0.235952,-0.390658,-0.075469,0.160282,0.106701,-0.024487
1862697,f(mean HyDE),-0.236737,-0.388609,-0.149673,0.156262,0.096648,0.003919
1862698,f(mean HyDE),-0.214798,-0.415349,-0.089414,0.162274,0.096479,-0.022440
1862700,f(mean HyDE),-0.254114,0.036267,-0.175718,-0.086803,-0.030871,-0.003322
1862701,f(mean HyDE),-0.225914,-0.108905,-0.121390,-0.049714,-0.001791,0.027969
1862703,f(mean HyDE),-0.217018,-0.425445,-0.066489,0.148447,0.090565,-0.038226
1862711,f(mean HyDE),-0.177141,-0.388283,-0.011631,0.180054,0.118022,0.032873
1862712,f(mean HyDE),-0.235122,-0.387720,-0.076030,0.172138,0.086143,-0.017733
1862713,f(mean HyDE),-0.269811,-0.014136,-0.241604,-0.106617,-0.070354,-0.004998
1862717,f(mean HyDE),-0.169124,-0.390290,-0.063763,0.139956,0.127122,0.026006
1861238,f(mean HyDE),-0.211699,0.081697,-0.334449,-0.121830,-0.131504,0.010240
1861243,f(mean HyDE),-0.232755,0.049948,-0.225768,-0.053352,-0.098348,-0.071451
1861248,f(mean HyDE),-0.218596,-0.033970,-0.066157,-0.039416,-0.022201,-0.029957
1861281,f(mean HyDE),-0.211859,-0.014373,-0.195271,-0.086378,0.036477,0.006322
1861288,f(mean HyDE),-0.219022,0.052174,-0.239554,-0.157920,-0.134381,-0.065659
1861306,f(mean HyDE),-0.167168,-0.063859,-0.223259,-0.088834,0.005829,-0.034892
1861325,f(mean HyDE),-0.219720,-0.031814,-0.164381,-0.089425,-0.075136,-0.049499
1861343,f(mean HyDE),-0.165733,0.032163,-0.224514,-0.189238,-0.057103,0.016809
1861349,f(mean HyDE),-0.281935,-0.029367,-0.272466,-0.064605,-0.041653,-0.000649
1861352,f(mean HyDE),-0.169018,0.006791,-0.155284,-0.139159,-0.132404,-0.097902
1861355,f(mean HyDE),-0.237095,0.004291,-0.198897,-0.135048,-0.066768,0.018038
1861358,f(mean HyDE),-0.210349,0.015111,-0.091392,-0.072013,-0.056247,0.022793
1861398,f(mean HyDE),-0.234439,0.059335,-0.250905,-0.114234,-0.044376,-0.054548
1861405,f(mean HyDE),-0.192434,0.130985,-0.165852,-0.072367,-0.035990,-0.002490
1861421,f(mean HyDE),-0.210595,-0.022934,-0.122384,-0.173902,-0.050600,-0.028718
1861458,f(mean HyDE),-0.236081,0.029455,-0.205442,-0.049811,-0.059615,0.052339
1861477,f(mean HyDE),-0.292336,0.052092,-0.086995,-0.072495,-0.070093,-0.025744
1861506,f(mean HyDE),-0.197743,-0.051899,-0.252392,-0.175340,-0.078579,-0.005453
1861534,f(mean HyDE),-0.220448,0.065939,-0.199470,0.013152,-0.062046,0.037609
1861538,f(mean HyDE),-0.235893,0.139203,-0.033162,-0.043831,-0.038307,-0.016207
1861562,f(mean HyDE),-0.205740,0.144732,-0.126764,-0.124066,-0.053048,0.027022
1861567,f(mean HyDE),-0.254254,0.106465,-0.043313,-0.144521,-0.023936,0.006978
1861591,f(mean HyDE),-0.269489,0.094876,-0.167383,-0.088847,-0.067869,0.067784
1861594,f(mean HyDE),-0.196218,0.028519,-0.202213,-0.012724,-0.052636,0.032375
1863415,f(mean HyDE),-0.171689,0.014897,-0.202437,-0.143564,-0.011658,0.054209
1863422,f(mean HyDE),-0.224745,0.080500,-0.322513,-0.122728,-0.165922,-0.028515
1863442,f(mean HyDE),-0.199828,-0.008095,-0.255596,-0.099496,-0.113949,-0.021667
1863447,f(mean HyDE),-0.230308,-0.031930,-0.305997,-0.089532,-0.078809,0.030549
1863483,f(mean HyDE),-0.256829,-0.069089,-0.179683,-0.087204,0.001833,0.067960
1863502,f(mean HyDE),-0.234904,0.058393,-0.269202,-0.136758,-0.116713,0.062400
1863507,f(mean HyDE),-0.230021,0.060544,-0.110937,-0.163290,-0.021281,-0.026992
1863695,f(mean HyDE),-0.217978,0.036568,-0.253236,-0.081601,-0.026300,-0.077837
1862908,f(mean HyDE),-0.250837,0.017970,-0.238769,-0.136178,-0.009071,-0.047906
1862911,f(mean HyDE),-0.258702,0.227548,0.002920,0.236795,-0.061998,-0.132975
1862932,f(mean HyDE),-0.267809,0.051483,-0.191149,-0.092257,-0.094030,-0.083576
1862331,f(mean HyDE),-0.181146,0.061435,-0.192387,-0.074118,-0.020049,-0.077103
1862374,f(mean HyDE),-0.298221,0.299338,0.028423,0.257662,-0.121877,-0.095047
1862384,f(mean HyDE),-0.251259,0.174112,-0.046096,-0.003431,-0.106713,-0.101138
1862433,f(mean HyDE),-0.206008,0.070342,-0.164891,-0.200300,-0.108149,0.084193
1862464,f(mean HyDE),-0.160695,-0.164464,-0.142989,-0.093397,-0.090311,-0.043314
1862629,f(mean HyDE),-0.310365,0.075283,-0.039557,0.113929,-0.038013,0.086514
1862661,f(mean HyDE),-0.329505,0.296530,0.123963,0.232801,-0.087859,0.007371
1861253,f(mean HyDE),-0.235382,0.076183,-0.146538,-0.064376,-0.151782,-0.129052
1861274,f(mean HyDE),-0.243643,0.034601,-0.211227,-0.135769,-0.054481,-0.049405
1861347,f(mean HyDE),-0.235744,0.076014,-0.214927,-0.144248,-0.007216,-0.086301
1861392,f(mean HyDE),-0.214011,0.024644,-0.136392,-0.077951,-0.107072,0.026973
1861406,f(mean HyDE),-0.279308,0.061658,-0.253280,-0.099617,-0.069041,-0.044650
1861475,f(mean HyDE),-0.271806,0.067622,-0.033110,-0.003281,0.031240,0.041345
1861597,f(mean HyDE),-0.256682,0.106352,-0.157786,-0.219101,-0.060217,0.019857
1861651,f(mean HyDE),-0.227730,0.098168,-0.153248,-0.064173,-0.029820,-0.030860
1861673,f(mean HyDE),-0.210104,-0.418326,-0.057446,0.141034,0.095311,-0.073942
1861690,f(mean HyDE),-0.237936,-0.354338,-0.077632,0.123675,0.097290,-0.094506
1861698,f(mean HyDE),-0.224828,0.071705,-0.153700,-0.095120,0.017441,0.015067
1861699,f(mean HyDE),-0.221352,-0.409785,-0.062726,0.143010,0.088477,-0.080481
1861715,f(mean HyDE),-0.221784,-0.394582,-0.095287,0.140986,0.101435,-0.077659
1861716,f(mean HyDE),-0.211682,-0.416436,-0.083722,0.162792,0.088159,-0.070031
1861730,f(mean HyDE),-0.190922,-0.408037,-0.034038,0.161132,0.112902,-0.064887
1861731,f(mean HyDE),-0.209577,-0.423368,-0.075876,0.147059,0.105554,-0.081944
1861747,f(mean HyDE),-0.242128,-0.363063,-0.076893,0.149448,0.099084,-0.073608
1861764,f(mean HyDE),-0.212152,-0.395197,-0.053847,0.158135,0.107409,-0.059814
1861779,f(mean HyDE),-0.229291,-0.410157,-0.061406,0.170296,0.110828,-0.013672
1861780,f(mean HyDE),-0.234230,-0.376936,-0.094494,0.140736,0.085967,-0.071660
1861786,f(mean HyDE),-0.153925,-0.012543,-0.187646,-0.195377,-0.015947,0.037206
1861794,f(mean HyDE),-0.248607,-0.005386,-0.044022,-0.099904,0.031134,0.022510
1861802,f(mean HyDE),-0.215505,0.022284,-0.130424,-0.107486,0.012848,0.050509
1861819,f(mean HyDE),-0.237806,-0.384086,-0.083136,0.144931,0.097244,-0.072807
1861820,f(mean HyDE),-0.244985,-0.337645,-0.086940,0.147355,0.081769,-0.072160
1861842,f(mean HyDE),-0.202900,-0.422561,-0.064802,0.154632,0.111259,-0.071868
1861851,f(mean HyDE),-0.198889,-0.404591,-0.023889,0.124412,0.117091,-0.077584
1861856,f(mean HyDE),-0.257561,0.025504,-0.037952,-0.180427,-0.031714,-0.004433
1861861,f(mean HyDE),-0.201957,-0.418723,-0.070009,0.138836,0.109584,-0.076047
1861862,f(mean HyDE),-0.244007,-0.322330,-0.050750,0.136275,0.087806,-0.083797
1861873,f(mean HyDE),-0.227419,-0.360148,-0.033717,0.142443,0.095089,-0.074163
1861887,f(mean HyDE),-0.206274,-0.425960,-0.069313,0.145758,0.105517,-0.071461
1861888,f(mean HyDE),-0.198019,-0.409328,-0.041530,0.161144,0.107374,-0.064656
1861910,f(mean HyDE),-0.259788,-0.326532,-0.093953,0.133943,0.092980,-0.079580
1861928,f(mean HyDE),-0.231387,-0.381915,-0.086261,0.164356,0.111115,-0.041690
1861929,f(mean HyDE),-0.242882,-0.338065,-0.081986,0.137183,0.094581,-0.061888
1861948,f(mean HyDE),-0.199118,-0.417022,-0.089912,0.170694,0.107931,-0.054137
1861949,f(mean HyDE),-0.248544,-0.339208,-0.094296,0.137077,0.088605,-0.055280
1861955,f(mean HyDE),-0.233068,-0.389772,-0.099239,0.139642,0.084516,-0.079517
1861956,f(mean HyDE),-0.198591,-0.413335,-0.044581,0.142179,0.114875,-0.070804
1860285,f(mean HyDE),-0.263900,0.089847,-0.175093,-0.097776,-0.125002,-0.136521
1860332,f(mean HyDE),-0.217296,0.141946,-0.028865,0.038036,-0.079169,-0.102055
1859274,f(mean HyDE),-0.208538,-0.014596,-0.281731,-0.114473,-0.081237,0.037377
1859287,f(mean HyDE),-0.191949,-0.036420,-0.242812,-0.112975,-0.022909,0.074737
1859290,f(mean HyDE),-0.254284,0.063707,-0.192094,-0.109077,-0.068039,-0.004465
1859291,f(mean HyDE),-0.243131,-0.019503,-0.256708,-0.077431,-0.106945,0.007138
1859294,f(mean HyDE),-0.264898,0.068335,-0.254063,0.021047,-0.051995,-0.040787
1859300,f(mean HyDE),-0.239025,-0.131148,-0.235172,-0.031437,-0.051665,-0.049570
1859305,f(mean HyDE),-0.266017,0.148718,-0.052496,0.104180,0.060936,0.054685
1859307,f(mean HyDE),-0.186987,-0.058952,-0.238454,-0.135550,-0.072180,0.064315
1859322,f(mean HyDE),-0.252438,0.115692,-0.215313,-0.087793,-0.068303,-0.082430
1859326,f(mean HyDE),-0.222360,-0.015176,-0.178095,-0.053916,-0.027133,0.037161
1859342,f(mean HyDE),-0.283707,0.146506,-0.193541,0.002475,-0.029183,-0.089699
1859373,f(mean HyDE),-0.200357,0.070590,-0.084172,-0.125311,0.007962,0.052576
1859382,f(mean HyDE),-0.247934,-0.015955,-0.143151,-0.037765,-0.056160,0.024339
1859404,f(mean HyDE),-0.240985,0.067246,-0.208236,-0.125758,-0.094608,-0.094449
1859407,f(mean HyDE),-0.217597,0.071293,-0.212770,-0.004873,-0.043218,-0.093515
1859418,f(mean HyDE),-0.279707,-0.001464,-0.119314,-0.080649,-0.090983,-0.104386
1859442,f(mean HyDE),-0.181705,0.083069,-0.099548,0.048185,-0.064004,-0.136620
1859519,f(mean HyDE),-0.194016,-0.032422,-0.187817,-0.156121,-0.055747,0.071063
1859636,f(mean HyDE),-0.260200,0.191000,-0.060092,0.132186,-0.090396,-0.209337
1858844,f(mean HyDE),-0.223322,-0.415950,-0.109785,0.164124,0.102445,-0.005773
1858335,f(mean HyDE),-0.208243,0.162101,-0.161798,0.096985,-0.169572,-0.192457
1858345,f(mean HyDE),-0.293690,0.180517,-0.084720,0.042622,-0.012007,-0.099670
1858370,f(mean HyDE),-0.269646,0.286577,0.052576,0.194624,-0.019765,-0.069990
1858389,f(mean HyDE),-0.321596,0.174957,-0.093919,0.070640,-0.040608,-0.001648
1858399,f(mean HyDE),-0.310278,0.188120,0.039941,0.092050,0.012708,0.032640
1858586,f(mean HyDE),-0.228577,0.173770,-0.119626,0.101165,-0.032489,0.025552
1857994,f(mean HyDE),-0.248904,0.036636,-0.190605,-0.104550,-0.048475,0.069678
1858041,f(mean HyDE),-0.234176,0.022609,-0.261015,-0.169586,-0.027846,-0.044496
1858046,f(mean HyDE),-0.248208,0.081754,-0.191684,-0.110278,-0.089907,0.012436
1858111,f(mean HyDE),-0.202715,0.085796,-0.070649,0.014435,-0.111815,-0.188960
1858135,f(mean HyDE),-0.240404,0.081979,-0.199285,-0.149661,-0.042152,0.018278
1858140,f(mean HyDE),-0.202133,0.049546,-0.170733,-0.049379,0.029845,-0.017205
1858174,f(mean HyDE),-0.237335,0.058059,-0.085564,-0.113421,-0.075453,0.005508
1858185,f(mean HyDE),-0.232416,-0.389839,-0.065430,0.149490,0.100478,-0.070118
